 -18.4234 -14.0941 -13.6223 -13.3687 -13.219 -13.1393 -13.1303 -13.1213 -13.1315 -13.2561 -13.1733 -12.9834 -12.9136 -12.8894 -12.9046 -12.9643 -13.0856 -13.2856 -13.6671 -16.1449
 -14.0941 -11.5601 -10.669 -10.1897 -9.87323 -9.67615 -9.58452 -9.46731 -9.42238 -9.39997 -9.18953 -9.08194 -9.03325 -8.97119 -8.99069 -9.07292 -9.27585 -9.81918 -11.5363 inf
 -13.6223 -10.669 -9.89182 -9.42883 -9.18953 -9.01299 -8.9579 -8.89891 -8.9703 -8.78432 -8.57772 -8.52238 -8.51138 -8.55237 -8.59044 -8.82011 -9.39582 -11.1051 inf inf
 -13.3687 -10.1897 -9.42883 -9.04145 -8.86418 -8.76546 -8.70018 -8.7247 -8.77137 -8.45041 -8.32142 -8.26924 -8.32627 -8.35514 -8.57149 -9.14634 -10.8669 inf inf inf
 -13.219 -9.87323 -9.18953 -8.86418 -8.68169 -8.68016 -8.6183 -8.76296 -8.4857 -8.28375 -8.16195 -8.182 -8.25375 -8.43988 -9.01785 -10.7219 inf inf inf inf
 -13.1393 -9.67615 -9.01299 -8.76546 -8.68016 -8.71997 -8.73198 -8.75605 -8.36614 -8.19533 -8.14613 -8.17555 -8.3542 -8.93182 -10.6437 inf inf inf inf inf
 -13.1303 -9.58452 -8.9579 -8.70018 -8.6183 -8.73198 -9.26008 -8.69551 -8.34522 -8.20958 -8.22711 -8.36707 -8.89837 -10.6149 inf inf inf inf inf inf
 -13.1213 -9.46731 -8.89891 -8.7247 -8.76296 -8.75605 -8.69551 -8.81076 -8.43446 -8.327 -8.41582 -8.94377 -10.6289 inf inf inf inf inf inf inf
 -13.1315 -9.42238 -8.9703 -8.77137 -8.4857 -8.36614 -8.34522 -8.43446 -8.66906 -8.61631 -9.03623 -10.6945 inf inf inf inf inf inf inf inf
 -13.2561 -9.39997 -8.78432 -8.45041 -8.28375 -8.19533 -8.20958 -8.327 -8.61631 -9.38865 -10.9104 inf inf inf inf inf inf inf inf inf
 -13.1733 -9.18953 -8.57772 -8.32142 -8.16195 -8.14613 -8.22711 -8.41582 -9.03623 -10.9104 inf inf inf inf inf inf inf inf inf inf
 -12.9834 -9.08194 -8.52238 -8.26924 -8.182 -8.17555 -8.36707 -8.94377 -10.6945 inf inf inf inf inf inf inf inf inf inf inf
 -12.9136 -9.03325 -8.51138 -8.32627 -8.25375 -8.3542 -8.89837 -10.6289 inf inf inf inf inf inf inf inf inf inf inf inf
 -12.8894 -8.97119 -8.55237 -8.35514 -8.43988 -8.93182 -10.6149 inf inf inf inf inf inf inf inf inf inf inf inf inf
 -12.9046 -8.99069 -8.59044 -8.57149 -9.01785 -10.6437 inf inf inf inf inf inf inf inf inf inf inf inf inf inf
 -12.9643 -9.07292 -8.82011 -9.14634 -10.7219 inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf
 -13.0856 -9.27585 -9.39582 -10.8669 inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf
 -13.2856 -9.81918 -11.1051 inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf
 -13.6671 -11.5363 inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf
 -16.1449 inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf
