 -19.6418 -14.8737 -14.4077 -14.1582 -14.0196 -13.9523 -13.9456 -13.9257 -13.9294 -14.0278 -13.9243 -13.7281 -13.6447 -13.6153 -13.623 -13.6683 -13.7701 -13.9652 -14.3241 -16.6458
 -14.8737 -11.1847 -10.4744 -10.1091 -9.85718 -9.73726 -9.6556 -9.56514 -9.57693 -9.57873 -9.31019 -9.2196 -9.1623 -9.11658 -9.15799 -9.24135 -9.43364 -9.97399 -11.5665 inf
 -14.4077 -10.4744 -9.83145 -9.50443 -9.32723 -9.23474 -9.17409 -9.13626 -9.24812 -8.98281 -8.82409 -8.73101 -8.68508 -8.72859 -8.80327 -8.96865 -9.54173 -11.1417 inf inf
 -14.1582 -10.1091 -9.50443 -9.23191 -9.09941 -9.06762 -8.95751 -9.02858 -9.02148 -8.70583 -8.57772 -8.49188 -8.49331 -8.57829 -8.75274 -9.31479 -10.9007 inf inf inf
 -14.0196 -9.85718 -9.32723 -9.09941 -9.04947 -9.02124 -8.95442 -9.06809 -8.774 -8.5305 -8.40581 -8.39367 -8.4659 -8.65277 -9.18174 -10.7675 inf inf inf inf
 -13.9523 -9.73726 -9.23474 -9.06762 -9.02124 -9.14825 -9.09358 -9.09324 -8.62173 -8.44031 -8.39931 -8.41914 -8.57282 -9.10287 -10.697 inf inf inf inf inf
 -13.9456 -9.6556 -9.17409 -8.95751 -8.95442 -9.09358 -9.59042 -9.01335 -8.6282 -8.4747 -8.44031 -8.59249 -9.11493 -10.6668 inf inf inf inf inf inf
 -13.9257 -9.56514 -9.13626 -9.02858 -9.06809 -9.09324 -9.01335 -9.12848 -8.75116 -8.57017 -8.64435 -9.13798 -10.6778 inf inf inf inf inf inf inf
 -13.9294 -9.57693 -9.24812 -9.02148 -8.774 -8.62173 -8.6282 -8.75116 -9.00159 -8.87333 -9.25282 -10.7563 inf inf inf inf inf inf inf inf
 -14.0278 -9.57873 -8.98281 -8.70583 -8.5305 -8.44031 -8.4747 -8.57017 -8.87333 -9.63391 -10.9784 inf inf inf inf inf inf inf inf inf
 -13.9243 -9.31019 -8.82409 -8.57772 -8.40581 -8.39931 -8.44031 -8.64435 -9.25282 -10.9784 inf inf inf inf inf inf inf inf inf inf
 -13.7281 -9.2196 -8.73101 -8.49188 -8.39367 -8.41914 -8.59249 -9.13798 -10.7563 inf inf inf inf inf inf inf inf inf inf inf
 -13.6447 -9.1623 -8.68508 -8.49331 -8.4659 -8.57282 -9.11493 -10.6778 inf inf inf inf inf inf inf inf inf inf inf inf
 -13.6153 -9.11658 -8.72859 -8.57829 -8.65277 -9.10287 -10.6668 inf inf inf inf inf inf inf inf inf inf inf inf inf
 -13.623 -9.15799 -8.80327 -8.75274 -9.18174 -10.697 inf inf inf inf inf inf inf inf inf inf inf inf inf inf
 -13.6683 -9.24135 -8.96865 -9.31479 -10.7675 inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf
 -13.7701 -9.43364 -9.54173 -10.9007 inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf
 -13.9652 -9.97399 -11.1417 inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf
 -14.3241 -11.5665 inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf
 -16.6458 inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf
