 -20.0543 -15.1211 -14.655 -14.4107 -14.2688 -14.2093 -14.1978 -14.185 -14.1755 -14.2804 -14.1765 -13.9732 -13.8836 -13.8482 -13.8559 -13.9061 -14.0071 -14.1889 -14.5429 -16.8212
 -15.1211 -11.152 -10.4851 -10.1116 -9.88705 -9.76302 -9.70094 -9.63841 -9.62787 -9.61052 -9.37932 -9.26955 -9.18081 -9.16524 -9.18983 -9.27332 -9.48037 -10.0097 -11.5799 inf
 -14.655 -10.4851 -9.83916 -9.54316 -9.35695 -9.29872 -9.24445 -9.21662 -9.2654 -9.04629 -8.87487 -8.77956 -8.73392 -8.75511 -8.81878 -9.02365 -9.58967 -11.1527 inf inf
 -14.4107 -10.1116 -9.54316 -9.25741 -9.13021 -9.11801 -9.06288 -9.07177 -9.06242 -8.76108 -8.64312 -8.54985 -8.51639 -8.62569 -8.7863 -9.3622 -10.9227 inf inf inf
 -14.2688 -9.88705 -9.35695 -9.13021 -9.05322 -9.07692 -9.03062 -9.10498 -8.82011 -8.58523 -8.46653 -8.44913 -8.48508 -8.67642 -9.23004 -10.7881 inf inf inf inf
 -14.2093 -9.76302 -9.29872 -9.11801 -9.07692 -9.21712 -9.18153 -9.15176 -8.70649 -8.52278 -8.4772 -8.49413 -8.62083 -9.14985 -10.7125 inf inf inf inf inf
 -14.1978 -9.70094 -9.24445 -9.06288 -9.03062 -9.18153 -9.62615 -9.07131 -8.68862 -8.52397 -8.52377 -8.62515 -9.1508 -10.6835 inf inf inf inf inf inf
 -14.185 -9.63841 -9.21662 -9.07177 -9.10498 -9.15176 -9.07131 -9.1716 -8.79966 -8.6491 -8.71899 -9.21861 -10.702 inf inf inf inf inf inf inf
 -14.1755 -9.62787 -9.2654 -9.06242 -8.82011 -8.70649 -8.68862 -8.79966 -9.02281 -8.91113 -9.31082 -10.775 inf inf inf inf inf inf inf inf
 -14.2804 -9.61052 -9.04629 -8.76108 -8.58523 -8.52278 -8.52397 -8.6491 -8.91113 -9.69486 -11.0072 inf inf inf inf inf inf inf inf inf
 -14.1765 -9.37932 -8.87487 -8.64312 -8.46653 -8.4772 -8.52377 -8.71899 -9.31082 -11.0072 inf inf inf inf inf inf inf inf inf inf
 -13.9732 -9.26955 -8.77956 -8.54985 -8.44913 -8.49413 -8.62515 -9.21861 -10.775 inf inf inf inf inf inf inf inf inf inf inf
 -13.8836 -9.18081 -8.73392 -8.51639 -8.48508 -8.62083 -9.1508 -10.702 inf inf inf inf inf inf inf inf inf inf inf inf
 -13.8482 -9.16524 -8.75511 -8.62569 -8.67642 -9.14985 -10.6835 inf inf inf inf inf inf inf inf inf inf inf inf inf
 -13.8559 -9.18983 -8.81878 -8.7863 -9.23004 -10.7125 inf inf inf inf inf inf inf inf inf inf inf inf inf inf
 -13.9061 -9.27332 -9.02365 -9.3622 -10.7881 inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf
 -14.0071 -9.48037 -9.58967 -10.9227 inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf
 -14.1889 -10.0097 -11.1527 inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf
 -14.5429 -11.5799 inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf
 -16.8212 inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf
