 -19.7884 -14.979 -14.5051 -14.2525 -14.1173 -14.0462 -14.0331 -14.0259 -14.0192 -14.1214 -14.0169 -13.8167 -13.7383 -13.6957 -13.7034 -13.7569 -13.8598 -14.0436 -14.4083 -16.7055
 -14.979 -11.2497 -10.5307 -10.1455 -9.91215 -9.77452 -9.70954 -9.62984 -9.62562 -9.61587 -9.36126 -9.26795 -9.20019 -9.16983 -9.18328 -9.28443 -9.45634 -9.99452 -11.5751 inf
 -14.5051 -10.5307 -9.89233 -9.54531 -9.36263 -9.2835 -9.22592 -9.19462 -9.27303 -9.03967 -8.85252 -8.78569 -8.71522 -8.72713 -8.80956 -9.01639 -9.58431 -11.1385 inf inf
 -14.2525 -10.1455 -9.54531 -9.25167 -9.12282 -9.09201 -9.02377 -9.0531 -9.03062 -8.73793 -8.61668 -8.54169 -8.52079 -8.60447 -8.75052 -9.33291 -10.9059 inf inf inf
 -14.1173 -9.91215 -9.36263 -9.12282 -9.09493 -9.04994 -8.98795 -9.11416 -8.79498 -8.57942 -8.47052 -8.42376 -8.47679 -8.66406 -9.21702 -10.7728 inf inf inf inf
 -14.0462 -9.77452 -9.2835 -9.09201 -9.04994 -9.16889 -9.13917 -9.09997 -8.68135 -8.46527 -8.43164 -8.45808 -8.62802 -9.13249 -10.6943 inf inf inf inf inf
 -14.0331 -9.70954 -9.22592 -9.02377 -8.98795 -9.13917 -9.57512 -9.03289 -8.6387 -8.48426 -8.48219 -8.61269 -9.13519 -10.6641 inf inf inf inf inf inf
 -14.0259 -9.62984 -9.19462 -9.0531 -9.11416 -9.09997 -9.03289 -9.15947 -8.77894 -8.62209 -8.67043 -9.1744 -10.6899 inf inf inf inf inf inf inf
 -14.0192 -9.62562 -9.27303 -9.03062 -8.79498 -8.68135 -8.6387 -8.77894 -8.97841 -8.92159 -9.29487 -10.7566 inf inf inf inf inf inf inf inf
 -14.1214 -9.61587 -9.03967 -8.73793 -8.57942 -8.46527 -8.48426 -8.62209 -8.92159 -9.66561 -10.984 inf inf inf inf inf inf inf inf inf
 -14.0169 -9.36126 -8.85252 -8.61668 -8.47052 -8.43164 -8.48219 -8.67043 -9.29487 -10.984 inf inf inf inf inf inf inf inf inf inf
 -13.8167 -9.26795 -8.78569 -8.54169 -8.42376 -8.45808 -8.61269 -9.1744 -10.7566 inf inf inf inf inf inf inf inf inf inf inf
 -13.7383 -9.20019 -8.71522 -8.52079 -8.47679 -8.62802 -9.13519 -10.6899 inf inf inf inf inf inf inf inf inf inf inf inf
 -13.6957 -9.16983 -8.72713 -8.60447 -8.66406 -9.13249 -10.6641 inf inf inf inf inf inf inf inf inf inf inf inf inf
 -13.7034 -9.18328 -8.80956 -8.75052 -9.21702 -10.6943 inf inf inf inf inf inf inf inf inf inf inf inf inf inf
 -13.7569 -9.28443 -9.01639 -9.33291 -10.7728 inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf
 -13.8598 -9.45634 -9.58431 -10.9059 inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf
 -14.0436 -9.99452 -11.1385 inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf
 -14.4083 -11.5751 inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf
 -16.7055 inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf
