 -19.4845 -14.7563 -14.292 -14.0396 -13.9013 -13.8247 -13.8186 -13.8088 -13.819 -13.9208 -13.8262 -13.6359 -13.5483 -13.5085 -13.5272 -13.5827 -13.6872 -13.8777 -14.2471 -16.5833
 -14.7563 -11.1597 -10.4198 -10.0239 -9.77138 -9.61387 -9.55159 -9.49168 -9.4714 -9.47945 -9.23786 -9.13519 -9.06924 -9.0517 -9.08749 -9.2013 -9.39091 -9.94232 -11.576 inf
 -14.292 -10.4198 -9.75138 -9.41328 -9.21999 -9.14302 -9.08228 -9.04287 -9.14623 -8.92292 -8.72729 -8.67812 -8.65661 -8.63586 -8.73569 -8.94533 -9.50911 -11.1444 inf inf
 -14.0396 -10.0239 -9.41328 -9.1326 -8.9698 -8.92092 -8.8853 -8.89412 -8.93261 -8.61631 -8.47679 -8.44118 -8.39954 -8.50066 -8.69517 -9.27134 -10.9116 inf inf inf
 -13.9013 -9.77138 -9.21999 -8.9698 -8.89096 -8.88086 -8.84779 -8.95312 -8.6625 -8.4429 -8.35843 -8.34379 -8.41161 -8.55043 -9.16157 -10.778 inf inf inf inf
 -13.8247 -9.61387 -9.14302 -8.92092 -8.88086 -8.97588 -8.99937 -8.96903 -8.56617 -8.3666 -8.30771 -8.36614 -8.51479 -9.05392 -10.6961 inf inf inf inf inf
 -13.8186 -9.55159 -9.08228 -8.8853 -8.84779 -8.99937 -9.45923 -8.93722 -8.55795 -8.4125 -8.40088 -8.51999 -9.0457 -10.6645 inf inf inf inf inf inf
 -13.8088 -9.49168 -9.04287 -8.89412 -8.95312 -8.96903 -8.93722 -9.01481 -8.63923 -8.53326 -8.58541 -9.09784 -10.6892 inf inf inf inf inf inf inf
 -13.819 -9.4714 -9.14623 -8.93261 -8.6625 -8.56617 -8.55795 -8.63923 -8.92798 -8.78432 -9.21383 -10.7679 inf inf inf inf inf inf inf inf
 -13.9208 -9.47945 -8.92292 -8.61631 -8.4429 -8.3666 -8.4125 -8.53326 -8.78432 -9.56913 -10.9813 inf inf inf inf inf inf inf inf inf
 -13.8262 -9.23786 -8.72729 -8.47679 -8.35843 -8.30771 -8.40088 -8.58541 -9.21383 -10.9813 inf inf inf inf inf inf inf inf inf inf
 -13.6359 -9.13519 -8.67812 -8.44118 -8.34379 -8.36614 -8.51999 -9.09784 -10.7679 inf inf inf inf inf inf inf inf inf inf inf
 -13.5483 -9.06924 -8.65661 -8.39954 -8.41161 -8.51479 -9.0457 -10.6892 inf inf inf inf inf inf inf inf inf inf inf inf
 -13.5085 -9.0517 -8.63586 -8.50066 -8.55043 -9.05392 -10.6645 inf inf inf inf inf inf inf inf inf inf inf inf inf
 -13.5272 -9.08749 -8.73569 -8.69517 -9.16157 -10.6961 inf inf inf inf inf inf inf inf inf inf inf inf inf inf
 -13.5827 -9.2013 -8.94533 -9.27134 -10.778 inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf
 -13.6872 -9.39091 -9.50911 -10.9116 inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf
 -13.8777 -9.94232 -11.1444 inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf
 -14.2471 -11.576 inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf
 -16.5833 inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf
